|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
37|कान पर जूँ न रेंगना|Not crawling lice on the ears|to remain unaffected or unmoved|0.358477383852005|0.6712837815284729|0.0|0.48679038882255554|2
38|कान में तेल डालना|Putting oil in the ear|to ignore someone's words|0.44527795910835266|0.8376470804214478|0.0|0.5319792628288269|1
39|कान में फूंक मारना|Blowing in the ear|to influence or manipulate someone secretly|0.3556177020072937|0.739098072052002|0.0|0.49787789583206177|1
40|कान पकड़ना|holding the ear|to vow never to repeat a mistake|0.40239217877388|0.7589681148529053|0.0|0.5288410186767578|2
41|कान भरना|filling ears|to manipulate someone against another|0.2867198884487152|0.7043053507804871|0.0|0.5297843217849731|1
42|कान काटना|cutting off ears|to outsmart completely|0.43014365434646606|0.8346441388130188|0.0|0.6140751838684082|2
43|आसमान सिर पर उठाना|Raising the sky on its head|to create a big commotion or panic|0.38640639185905457|0.6800788640975952|0.0|0.648201048374176|2
44|आसमान से बातें करना|Talking to the sky|to reach great heights or success|0.4637396037578583|0.8217172622680664|0.0|0.574660062789917|2
45|आसमान से गिरे खजूर में अटके|Trapped in falling palm trees|to fall from one trouble into another|0.5406448245048523|0.7726829648017883|0.058823529411764705|0.6110024452209473|5
46|आग बबूला होना|the burning of a fire|to become extremely angry|0.4616931676864624|0.6702562570571899|0.0|0.6024500131607056|2
47|आग में घी डालना|Throwing ghee into the fire|to worsen an already bad situation|0.4747690260410309|0.8354595899581909|0.0|0.44978874921798706|1
48|आग में कूदना|jumping into the fire|to take a dangerous risk|0.5329444408416748|0.8442516922950745|0.04545454545454545|0.6410058736801147|5
49|आग लगना|fire|to become furious or jealous|0.3829595148563385|0.6881864666938782|0.0|0.6287920475006104|3
50|आग ठंडी होना|fire cooling|to calm down after anger|0.5333354473114014|0.7750061750411987|0.0|0.616703450679779|1
51|आग उगलना|fire breaking out|to speak harshly or aggressively|0.47143569588661194|0.598497748374939|0.0|0.5013653635978699|2
52|आग से खेलना|Playing with fire|to invite danger knowingly|0.5742178559303284|0.8508872985839844|0.0|0.5653257369995117|3
53|आग लगाना|set on fire|to instigate or provoke trouble|0.4403381645679474|0.7519325017929077|0.0|0.6405954957008362|2
54|आग दिखाना|show fire|to show anger or power|0.5526971817016602|0.8313523530960083|0.14285714285714288|0.5638017654418945|1
55|आग लग जाना|fire|to feel jealous or restless|0.3754692077636719|0.6592758893966675|0.0|0.5667449235916138|2
56|आग बन जाना|becoming a fire|to become furious|0.664088785648346|0.8221592903137207|0.07142857142857144|0.6892743706703186|2
57|आग पर तेल डालना|Adding fuel to the fire|to intensify an argument or situation|0.5381960272789001|0.8530871868133545|0.0|0.6093120574951172|5
58|धूल चाटना|licking dust|to face defeat or humiliation|0.43694737553596497|0.8172786235809326|0.0|0.5816482901573181|2
59|धूल फाँकना|scattering of dust|to struggle in poverty or hardship|0.3725684583187103|0.804895281791687|0.0|0.4736299514770508|2
60|धूल झाड़ना|sweeping away dust|to scold or reprimand strongly|0.4195499122142792|0.8120439052581787|0.0|0.5615091323852539|2
61|धूल में मिलाना|mixing in dust|to destroy completely|0.4254654347896576|0.8015235662460327|0.0|0.5329976677894592|2
62|धूल उड़ाना|blowing dust|to make a scene unnecessarily|0.39579179883003235|0.796114444732666|0.0|0.5350260138511658|1
63|धूल झोंकना|dusting|to deceive or mislead someone|0.3846357762813568|0.7593082189559937|0.0|0.4853803217411041|1
64|हवा निकल जाना|exhalation|to lose courage suddenly|0.4069044888019562|0.7700680494308472|0.0|0.6183249354362488|1
65|हवा खा जाना|breathing|to run away secretly|0.456511527299881|0.6994825601577759|0.0|0.6323127746582031|3
66|हवा में उड़ाना|flying in the air|to waste money carelessly|0.35571321845054626|0.7919528484344482|0.0|0.5058313608169556|1
67|हवा बन जाना|become air|to disappear quickly|0.5617939829826355|0.8551899194717407|0.0|0.729987621307373|2
68|हवा में बात करना|Speaking in the Air|to speak without proof or sense|0.4386087954044342|0.8148793578147888|0.04|0.6803891658782959|3
69|हवा लगना|breathing|to be influenced by others|0.3570249378681183|0.6151043772697449|0.0|0.5914018154144287|1
70|हवा देना|airing|to encourage or instigate something|0.4534786343574524|0.7427442073822021|0.0|0.571212112903595|1
71|हवा बदलना|change of air|to change situation or environment|0.6229519248008728|0.8000439405441284|0.17777777777777776|0.7763491868972778|4
72|हवा चखना|taste of air|to get a taste of something new (usually trouble)|0.49605610966682434|0.7696186304092407|0.22580645161290322|0.7017948627471924|3
73|हवा बंद होना|closure of air|to lose confidence completely|0.4754987061023712|0.8068423867225647|0.0|0.5625829696655273|1
74|आँख में धूल झोंकना|Dust in the eye|to deceive or fool someone|0.4070901572704315|0.6825713515281677|0.0|0.48041874170303345|3
75|आँखें फटी की फटी रह जाना|Flattening of the eyes|to be shocked or amazed|0.391827791929245|0.7518566846847534|0.0|0.5683772563934326|2
76|आँखों में धूल झोंकना|Dust in the eyes|to cheat someone cleverly|0.42656007409095764|0.6862521767616272|0.0|0.4720451533794403|2
77|आँखों में बस जाना|settling in the eyes|to win someone’s heart|0.5117189288139343|0.699351966381073|0.0|0.6658617258071899|2
78|आँखों से ओझल होना|Blurred vision|to disappear from sight|0.49583229422569275|0.7356969118118286|0.0|0.643099308013916|2
79|आँख दिखाना|eye showing|to threaten or scold harshly|0.3488735556602478|0.6985945701599121|0.0|0.49226146936416626|2
80|आँख तरेरना|winking|to glare angrily|0.5409128069877625|0.7738668918609619|0.0|0.5910986065864563|2
81|आँखें फाड़ना|tearing out the eyes|to stare in surprise|0.496392160654068|0.7305302619934082|0.0|0.6086464524269104|3
82|आँखें मूँदना|blinking of the eyes|to ignore intentionally|0.424710750579834|0.7870317697525024|0.0|0.4854239821434021|2
83|आँखों में आँसू आना|Tears in the eyes|to become emotional or sad|0.5447072982788086|0.8173534870147705|0.0|0.6393047571182251|3
84|दिल लगाना|heartbeat|to fall in love|0.3786541521549225|0.4869578778743744|0.0|0.5584980249404907|2
85|दिल तोड़ना|heartbreak|to break someone's heart|0.6937472224235535|0.7186263799667358|0.13333333333333333|0.8372331857681274|5
86|दिल जीतना|winning hearts|to win someone's affection|0.5897812843322754|0.8318410515785217|0.0|0.6930976510047913|5
87|दिल पर लेना|take to heart|to take something personally|0.688956081867218|0.7688643336296082|0.10526315789473684|0.7584406733512878|4
88|दिल लगाकर काम करना|Working hard|to work wholeheartedly|0.7204707264900208|0.7873600125312805|0.0|0.7903691530227661|5
89|दिल में बात रखना|Speak from the heart|to hide one’s feelings|0.5708334445953369|0.8139272928237915|0.0|0.7138918042182922|2
90|दिल पर पत्थर रखना|Putting a stone on the heart|to act bravely despite pain|0.47649335861206055|0.7695296406745911|0.0|0.636393666267395|3
91|दिल जलना|heartburn|to feel jealous or envious|0.2828538715839386|0.8146749138832092|0.0|0.5124720335006714|2
92|दिल बहलाना|seduction of the heart|to distract from sadness|0.48293936252593994|0.7565480470657349|0.0|0.5865561962127686|4
93|दिल धड़कना|heartbeat|to feel nervous or excited|0.3627764582633972|0.7594391703605652|0.0|0.5908756256103516|1
94|दिल खोलकर देना|openhearted giving|to be generous|0.6901690363883972|0.7926992177963257|0.0|0.7973888516426086|4
95|दिल में चोर होना|Being a Thief at Heart|to have guilt or bad intentions|0.5045133233070374|0.8475974798202515|0.0|0.5846863985061646|5
96|दिल में बसना|settling in the heart|to be deeply loved or remembered|0.51343834400177|0.8284872770309448|0.0|0.6583052277565002|3
97|दिल का हाल बताना|Tell your heart condition|to express inner feelings|0.5071302056312561|0.8075151443481445|0.0|0.6193994879722595|1
98|दिल टूट जाना|heartbreak|to feel heartbroken|0.7469424605369568|0.8103506565093994|0.2608695652173913|0.8469648361206055|1
99|दिल खुश हो जाना|Happiness of heart|to become happy|0.5927941203117371|0.7845794558525085|0.0|0.7659649848937988|5
100|दिल में बात आना|Speaking from the Heart|to get an idea or feeling|0.48727330565452576|0.7264800667762756|0.0|0.580727756023407|5
101|दिल से उतर जाना|coming from the heart|to lose affection or trust|0.4666987359523773|0.7753763198852539|0.0|0.6336061358451843|5
102|दिल से लगाना|from the heart|to love or treat affectionately|0.4102226495742798|0.653692364692688|0.0|0.6205295324325562|4
103|दिल लगा रहना|heartfelt attachment|to stay interested or focused|0.4888542592525482|0.7521711587905884|0.0|0.628197968006134|2
104|दिमाग चलना|walking the mind|to think cleverly|0.5355094075202942|0.6404474973678589|0.0|0.7142226099967957|3
105|दिमाग खराब होना|mentally ill|to lose temper or sanity|0.5250768661499023|0.7844176292419434|0.0|0.7204965353012085|3
106|दिमाग लगाना|brainstorming|to use intelligence or creativity|0.487676203250885|0.7584066390991211|0.0|0.7446092963218689|2
107|दिमाग ठिकाने लगाना|Locating the Mind|to discipline or bring to senses|0.5149595141410828|0.6755625009536743|0.08333333333333333|0.5265889763832092|1
108|दिमाग का दही होना|being a brain decoy|to get mentally exhausted|0.44457942247390747|0.5203114151954651|0.0|0.6150719523429871|2
109|दिमाग घुमाना|wandering of the mind|to confuse or manipulate someone|0.4680047929286957|0.7206406593322754|0.0|0.6161002516746521|4
110|दिमाग का ताला खोलना|Unlocking the Mind|to start thinking or understanding|0.5624345541000366|0.8430352210998535|0.07999999999999999|0.70200115442276|4
111|दिमाग खाना|eating brains|to irritate by constant nagging|0.3787636458873749|0.7991666793823242|0.0|0.5010198354721069|1
112|दिमाग लग जाना|bewildered|to focus attention on something|0.39140307903289795|0.47700315713882446|0.0|0.5597443580627441|1
113|दिमाग में बात आना|Speaking to the Mind|to get a sudden idea|0.4945649206638336|0.6829855442047119|0.0|0.6460359692573547|4
114|पानी-पानी होना|being watery|to feel embarrassed or ashamed|0.38877925276756287|0.7279174327850342|0.0|0.6107323169708252|1
115|पानी फिर जाना|return to water|to have plans fail suddenly|0.4875565767288208|0.7577211856842041|0.0|0.5382314920425415|2
116|पानी मांगना|asking for water|to beg for mercy|0.6709104776382446|0.8493157029151917|0.2758620689655172|0.5479112267494202|3
117|पानी उतारना|unloading water|to humiliate someone publicly|0.43123912811279297|0.8202027678489685|0.0|0.5391857028007507|1
118|पानी सिर से गुजरना|Water passing through the head|to reach the limit of patience|0.4492461681365967|0.8309774398803711|0.13114754098360656|0.5355727076530457|2
119|पानी में आग लगाना|lighting a fire in water|to attempt the impossible|0.46851015090942383|0.8524156808853149|0.0|0.5976480841636658|3
120|पानी पर लिखा|Written on water|to be temporary or futile|0.4560493528842926|0.8340458869934082|0.0|0.5359675884246826|1
121|पानी बराबर होना|water equalization|to be equal in strength or skill|0.4753688871860504|0.8039764761924744|0.12244897959183675|0.6516463756561279|2
122|पानी पीना|drinking water|to feel comfortable after fear|0.5001322627067566|0.8457796573638916|0.0|0.47230297327041626|1
123|पानी मांगना पड़ना|Asking for water|to be defeated badly|0.4138990342617035|0.7796878814697266|0.0|0.5196530818939209|2
124|पानी लाना|bring water|to bring respect or reputation|0.5473154187202454|0.8298389315605164|0.15789473684210528|0.5526659488677979|3
125|हाथ बँटाना|handshake|to help or assist someone|0.36685484647750854|0.8003755211830139|0.0|0.5172239542007446|1
126|हाथ धोकर पीछे पड़ना|Hand washing and falling back|to chase or target relentlessly|0.387654185295105|0.7319936752319336|0.0|0.567184567451477|1
127|हाथ खड़े कर देना|Raising the hand|to give up completely|0.40984416007995605|0.8223650455474854|0.0|0.5831509232521057|2
128|हाथ पाँव फूल जाना|thinning of the hands and feet|to panic or get nervous|0.3815220296382904|0.8124739527702332|0.0|0.5426936149597168|1
129|हाथ मलना|hand washing|to regret something deeply|0.3215751647949219|0.8246146440505981|0.0|0.47813883423805237|2
130|हाथ साफ़ होना|hand washing|to be skilled or experienced|0.4317114055156708|0.8129662275314331|0.0|0.5311094522476196|3
131|हाथ पर हाथ धरे रहना|Holding hands|to do nothing|0.42031022906303406|0.669987678527832|0.0|0.501374363899231|2
132|हाथ की सफाई दिखाना|showing hand hygiene|to show cleverness or skill|0.5178672075271606|0.8276145458221436|0.0|0.5457808375358582|1
133|हाथ में लेना|take in hand|to take responsibility for something|0.4840445816516876|0.760813295841217|0.08695652173913045|0.6351271271705627|3
134|हाथ से निकल जाना|getting out of hand|to miss an opportunity|0.5269367098808289|0.8033974170684814|0.0|0.6745755076408386|2
135|हाथ लगना|touching|to get caught or succeed|0.40156543254852295|0.7533643841743469|0.0|0.6589793562889099|2
136|हाथ धोना|hand washing|to lose something completely|0.27683717012405396|0.833991289138794|0.0|0.5629288554191589|2
137|हाथ मिलाना|shake hands|to collaborate or agree|0.40308186411857605|0.8283035159111023|0.0|0.6089096069335938|1
138|हाथ बाँधना|hand binding|to restrict or tie someone’s ability|0.4472489058971405|0.7627600431442261|0.0|0.59991055727005|1
139|हाथ ऊँचा होना|elevation of the hand|to be more powerful or dominant|0.3612571358680725|0.8015478849411011|0.0|0.5696443319320679|2
140|हाथ जलना|burning of the hand|to learn by mistake|0.464659184217453|0.8041446208953857|0.0|0.5810728073120117|3
141|हाथ थामना|holding hands|to support someone|0.4256034791469574|0.8071339130401611|0.0|0.6379181146621704|2
142|हाथ पसारना|extend the hand|to beg or plead|0.5041313767433167|0.7923690676689148|0.0|0.5316608548164368|3
143|हाथ काटना|cutting off the hand|to separate or break relation|0.46896812319755554|0.8109337687492371|0.0|0.6112940311431885|1
144|हाथ मोड़ना|folding hands|to refuse or reject something|0.3027185797691345|0.7500907778739929|0.0|0.5454219579696655|2
145|पैर पसारना|stretching legs|to spend or expand beyond means|0.4317096471786499|0.7583466172218323|0.0|0.5612202286720276|1
146|पैर जमाना|footing|to settle firmly|0.48577597737312317|0.6177666187286377|0.0|0.603695273399353|2
147|पैर पकड़ना|grasping feet|to beg for forgiveness|0.37786099314689636|0.722863495349884|0.0|0.4940440058708191|1
148|पैर तले ज़मीन खिसकना|Sliding the ground underfoot|to be shocked or lose ground|0.4882804751396179|0.7276307940483093|0.17857142857142858|0.668207049369812|1
149|पैर पर कुल्हाड़ी मारना|striking the foot with an ax|to harm oneself by one’s own actions|0.40167808532714844|0.7802792191505432|0.0|0.5405166149139404|1
150|पैर पीछे खींचना|pulling the leg back|to withdraw from commitment|0.5359963178634644|0.811151385307312|0.0|0.4868685305118561|1
151|पैर फैलाना|spread legs|to extend scope gradually|0.5632903575897217|0.7924959659576416|0.0|0.5180772542953491|1
152|पैर रोकना|stopping foot|to restrain or hesitate|0.508560299873352|0.7619321942329407|0.0|0.679206371307373|1
153|पैर रखना|footing|to begin something new|0.36643004417419434|0.6314290761947632|0.0|0.5795828104019165|2
154|पैर उठाना|lifting feet|to show disrespect or overconfidence|0.4236055314540863|0.8076338171958923|0.0|0.5067694187164307|3
155|मुँह बनाना|make a face|to show annoyance or sadness|0.4321492612361908|0.7658933401107788|0.0|0.6503543853759766|2
156|मुँह खोलना|opening the mouth|to start speaking up|0.6956722140312195|0.8199281692504883|0.058823529411764705|0.6543896794319153|1
157|मुँह लटकाना|hanging up|to look disappointed|0.38389113545417786|0.5471841096878052|0.0|0.5657837390899658|1
158|मुँह की खाना|mouth food|to suffer humiliation|0.4318145215511322|0.71589195728302|0.0|0.52968829870224|1
159|मुँह मोड़ना|turning away|to turn away or refuse help|0.7707127928733826|0.813845157623291|0.10810810810810811|0.8288558721542358|5
160|मुँह दिखाना|show face|to appear shamelessly after wrongdoing|0.509662389755249|0.8315416574478149|0.0|0.5350492000579834|1
161|मुँह में राम बगल में छुरी|Ram next to knife in mouth|to be deceitful in nature|0.4168984293937683|0.600371778011322|0.07692307692307691|0.43142399191856384|1
162|मुँह माँगी मुराद मिलना|What a blessing it is to be able to do that!|to get exactly what one wanted|0.5085549354553223|0.5978878736495972|0.04938271604938271|0.5231726169586182|4
163|मुँह बंद रखना|keeping your mouth shut|to stay silent|0.6851896047592163|0.8343470096588135|0.0|0.7859985828399658|5
164|मुँह खुलवाना|opening the mouth|to make someone speak|0.6030567288398743|0.8200613856315613|0.0|0.6623486876487732|2
165|मुँह चुराना|stealing|to avoid facing someone|0.38344046473503113|0.5518912672996521|0.0|0.4901604950428009|2
166|मुँह तोड़ जवाब देना|Responding in a Blatant Way|to give a fitting reply|0.652370810508728|0.7297694683074951|0.07999999999999999|0.6443151831626892|2
167|मुँह में घी शक्कर|Ghee sugar in the mouth|used to bless or hope for good news|0.4232865273952484|0.7437113523483276|0.0|0.4920459985733032|1
168|मुँह लगना|mouthing|to act too familiar with elders|0.3790912330150604|0.48948997259140015|0.0|0.6003175377845764|2
169|मुँह में जुबान न होना|No tongue in the mouth|to be timid or unable to speak up|0.3829178512096405|0.8009021282196045|0.0|0.6391704082489014|2
170|मुँह से बात निकलना|word of mouth|to accidentally reveal something|0.45220130681991577|0.7283012866973877|0.0|0.6006752848625183|4
171|हिम्मत हारना|discouragement|to lose courage|0.5100265145301819|0.8276138305664062|0.2608695652173913|0.8100440502166748|4
172|हिम्मत रखना|be courageous|to stay strong and confident|0.7827516198158264|0.8334700465202332|0.0|0.7705339193344116|5
173|हिम्मत बाँधना|courageous|to encourage oneself|0.5790848731994629|0.6439228057861328|0.25|0.6759769916534424|2
174|हिम्मत जुटाना|mustering up courage|to gather courage|0.85787433385849|0.8467369079589844|0.303030303030303|0.9353547096252441|4
175|हिम्मत टूटना|discouragement|to become hopeless|0.49976471066474915|0.8194018602371216|0.0|0.7987657189369202|4
176|हिम्मत दिखाना|showing courage|to show bravery|0.861157238483429|0.8439725637435913|0.0|0.9242743849754333|4
177|हिम्मत बढ़ाना|building up courage|to motivate or encourage someone|0.4528387486934662|0.8301918506622314|0.12244897959183672|0.667468249797821|4
178|जुबान चलाना|tongue move|to talk disrespectfully|0.43920519948005676|0.6954764127731323|0.0|0.5919215083122253|2
179|जुबान फिसलना|slippery tongue|to say something by mistake|0.39401885867118835|0.7853407263755798|0.0|0.6440749764442444|5
180|जुबान देना|tongue|to make a promise|0.3919757902622223|0.581304669380188|0.0|0.5067672729492188|1
181|जुबान रखना|keeping the tongue|to keep one’s word|0.5501315593719482|0.7679051160812378|0.0|0.6473168134689331|3
182|जुबान काटना|cutting out the tongue|to regret saying something|0.37908735871315|0.8012768626213074|0.043478260869565216|0.6039518117904663|5
183|जुबान पकड़ना|grasping the tongue|to hold someone to their words|0.47811487317085266|0.7571963667869568|0.08333333333333333|0.6103708744049072|1
184|जुबान पर काबू रखना|Control of the tongue|to control speech|0.7787639498710632|0.8307531476020813|0.28571428571428575|0.7702912092208862|2
185|जुबान लगना|tongue|to get into an argument|0.37670522928237915|0.5376562476158142|0.0|0.5889981389045715|2
186|जुबान बंद रखना|keeping the tongue closed|to stay silent intentionally|0.635280430316925|0.831572413444519|0.0|0.6811359524726868|2
187|दाँत पीसना|grinding of teeth|to show silent anger|0.4776947498321533|0.8267822265625|0.0|0.534747302532196|2
188|दाँत दिखाना|showing teeth|to laugh unnecessarily|0.4390524923801422|0.8517186641693115|0.0|0.562207818031311|1
189|दाँत गिनाना|counting teeth|to mock or insult someone|0.32307618856430054|0.8321715593338013|0.0|0.5642307996749878|2
190|दाँत काटी रोटी|toothed bread|to have a close friendship|0.41508790850639343|0.742021918296814|0.0|0.5357625484466553|1
191|दाँत टूट जाना|tooth breakage|to be defeated or embarrassed|0.43938666582107544|0.8478502035140991|0.0|0.5899255275726318|2
192|पसीना बहाना|sweating|to work hard|0.5614909529685974|0.7038417458534241|0.0|0.6328257322311401|2
193|पसीना छुड़ाना|sweating|to frighten or exhaust|0.5004690885543823|0.6190983653068542|0.0|0.6282208561897278|1
194|पसीना निकलना|sweating|to feel nervous or hot|0.5129832625389099|0.8162651062011719|0.0|0.6971907019615173|2
195|पसीना-पसीना होना|sweating|to be drenched in sweat (from work or fear)|0.6167420148849487|0.6898133754730225|0.04|0.7821122407913208|2
196|खून पसीना एक करना|Blood Sweat One|to work tirelessly|0.4101785719394684|0.5377939939498901|0.0|0.5026832222938538|3
197|खून खौलना|coughing up blood|to feel extreme anger|0.42776915431022644|0.7654513716697693|0.0|0.5209826231002808|1
198|खून जलाना|burning of blood|to waste emotional energy|0.44142982363700867|0.8163752555847168|0.0|0.5760722756385803|1
199|खून चूसना|sucking blood|to exploit someone harshly|0.3942840099334717|0.8328060507774353|0.0|0.6309230923652649|1
200|खून में उबाल आना|Boiling in blood|to be fired up with passion|0.5128439664840698|0.7931138873100281|0.0|0.6190186142921448|1
201|खून पसीने की कमाई|The earnings of blood sweat|hard-earned money|0.6013489365577698|0.8200262784957886|0.09523809523809523|0.7023269534111023|2
202|खून सफेद होना|blood white|to become heartless or selfish|0.48825201392173767|0.7531099915504456|0.0|0.5340087413787842|1
203|खून चढ़ना|high blood pressure|to feel energetic or brave|0.4143172800540924|0.7620996236801147|0.0|0.5363433361053467|2
204|खून उतरना|bleeding out|to lose courage suddenly|0.42495298385620117|0.767765998840332|0.0|0.6611548066139221|2
205|पसीने छूटना|sweating|to panic under pressure|0.5177866220474243|0.7749459147453308|0.0|0.6175569891929626|2
206|खून जम जाना|clotting|to be terrified|0.3817276358604431|0.8155088424682617|0.0|0.5978190302848816|2
207|खून देना|giving blood|to sacrifice selflessly|0.5238541960716248|0.8279303908348083|0.0|0.6681140661239624|1
208|खून का रिश्ता|blood relationship|blood relation|0.9584859013557434|0.8341079354286194|0.846153846153846|0.9318834543228149|4
209|खून बहाना|to bleed|to fight fiercely|0.573157548904419|0.7650771737098694|0.0|0.6671487092971802|3
210|खून खराबा होना|blood clots|to result in violence or bloodshed|0.5132268667221069|0.7962442636489868|0.04651162790697674|0.6048123240470886|1
211|दिल थाम लेना|restraining the heart|to feel suspense or fear|0.5018280744552612|0.7812459468841553|0.0|0.6630533933639526|4
212|दिल लगा लेना|attachment|to fall in love deeply|0.3928486406803131|0.6345980763435364|0.0|0.5774266719818115|3
213|दिल में आग लगना|Fire in the heart|to feel jealousy or anger|0.40180665254592896|0.7380117177963257|0.0|0.5647775530815125|3
214|दिल दहल जाना|heart palpitations|to be terrified|0.48072656989097595|0.8182306289672852|0.0|0.5783569812774658|4
215|दिल धकधक करना|heartbeat|to feel nervous or anxious|0.35264644026756287|0.592205286026001|0.0|0.583510160446167|1
216|दिल में उतरना|Going to the heart|to become likable or close to heart|0.5624714493751526|0.7750377058982849|0.18518518518518517|0.6523789763450623|2
217|दिल में ठंडक पड़ना|coldness in the heart|to feel relief or satisfaction|0.47194528579711914|0.8103670477867126|0.0|0.6313880085945129|3
218|दिल को छू जाना|touching the heart|to touch emotionally|0.7225505709648132|0.8283041715621948|0.058823529411764705|0.8154090642929077|3
219|दिल जीत लेना|winning hearts|to win affection|0.6663578152656555|0.8181015253067017|0.0|0.7511480450630188|4
220|दिल में कसक रह जाना|Righteousness in the Heart|to feel unfulfilled desire or regret|0.44034358859062195|0.5637819766998291|0.0|0.5471060872077942|4
221|दिल का चैन खोना|Loss of peace of mind|to lose peace due to love or worry|0.7496524453163147|0.8368319272994995|0.1724137931034483|0.8327832818031311|3
222|दिल बहल जाना|being led astray|to feel consoled|0.47268953919410706|0.6163867115974426|0.0|0.6501069664955139|2
