|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
78|आँखों से ओझल होना|(of an evil-doer) be found out by his own hideout ###|to disappear from sight|0.3589540719985962|0.4004518985748291|0.0|0.44947242736816406|5
79|आँख दिखाना|Point out somebody's wrongdoing|to threaten or scold harshly|0.5090649127960205|0.6242080926895142|0.0|0.6669520735740662|3
80|आँख तरेरना|It's a waste of breath ###|to glare angrily|0.443398654460907|0.4880909323692322|0.0|0.469183087348938|1
81|आँखें फाड़ना|(of a writer's style) flowing and easy to read###|to stare in surprise|0.38898104429244995|0.3632875978946686|0.0|0.29541274905204773|4
82|आँखें मूँदना|Describe somebody as a fool|to ignore intentionally|0.49715593457221985|0.44124260544776917|0.0|0.4182709753513336|2
83|आँखों में आँसू आना|See visions of things by (or from) experiences|to become emotional or sad|0.4759662449359894|0.4508381485939026|0.0547945205479452|0.5651847720146179|2
84|दिल लगाना|Affectionate|to fall in love|0.46812668442726135|0.6908777952194214|0.0|0.5796090960502625|2
85|दिल तोड़ना|Let things drift if they do not affect one personally###|to break someone's heart|0.496039479970932|0.3813397288322449|0.023809523809523805|0.5846315622329712|4
86|दिल जीतना|Win the heart of the person one is trying to influence###|to win someone's affection|0.7673853635787964|0.6720784902572632|0.045454545454545456|0.8116064667701721|5
87|दिल पर लेना|Take somebody's money without his knowledge|to take something personally|0.5063221454620361|0.5345397591590881|0.16666666666666669|0.6804914474487305|1
88|दिल लगाकर काम करना|Do work under another's name ###|to work wholeheartedly|0.4965486228466034|0.4303911328315735|0.19607843137254902|0.47618815302848816|1
89|दिल में बात रखना|Keep the matter out of one's mind|to hide one’s feelings|0.6482724547386169|0.6640105843544006|0.20689655172413793|0.7591935396194458|3
90|दिल पर पत्थर रखना|Keep a good distance from somebody|to act bravely despite pain|0.5291668176651001|0.49941691756248474|0.0|0.5747625827789307|2
91|दिल जलना|Feel nervous and uneasy|to feel jealous or envious|0.5182585716247559|0.5509533882141113|0.12499999999999997|0.670771598815918|2
92|दिल बहलाना|Be ungrateful|to distract from sadness|0.4623921811580658|0.48266664147377014|0.0|0.6139333844184875|1
93|दिल धड़कना|(of a person) be found guilty of a crime against the state ###|to feel nervous or excited|0.3398343622684479|0.2996492087841034|0.0|0.3345893621444702|1
94|दिल खोलकर देना|Tell all the truth|to be generous|0.5026456117630005|0.6898158192634583|0.0|0.5707023739814758|3
95|दिल में चोर होना|Be found in a suspicious position###|to have guilt or bad intentions|0.43936389684677124|0.5437647104263306|0.029411764705882353|0.5623868703842163|3
96|दिल में बसना|Live off one's illusions|to be deeply loved or remembered|0.3267470896244049|0.47953110933303833|0.0|0.5626020431518555|1
97|दिल का हाल बताना|Tell somebody something about himself|to express inner feelings|0.5357194542884827|0.6488978862762451|0.0|0.6009137034416199|3
98|दिल टूट जाना|The spirit is willing, but the flesh is weak.|to feel heartbroken|0.4268648326396942|0.4778445065021515|0.0|0.5223439931869507|3
99|दिल खुश हो जाना|Be happy to see one's favorite sport ###|to become happy|0.5795974135398865|0.42796018719673157|0.14814814814814817|0.6291660070419312|2
100|दिल में बात आना|(or) hear from somebody's lips ###|to get an idea or feeling|0.45304954051971436|0.5502113103866577|0.034482758620689655|0.5568258762359619|5
101|दिल से उतर जाना|Feel as if one had a direct link to somebody through the heart of the matter|to lose affection or trust|0.4885411560535431|0.4326055347919464|0.0|0.6437285542488098|1
102|दिल से लगाना|Affectionate|to love or treat affectionately|0.42569786310195923|0.674739420413971|0.41025641025641024|0.7170758843421936|1
103|दिल लगा रहना|Feel as if one had lost a dear friend (or, more than a friend)###|to stay interested or focused|0.3828197419643402|0.3675052225589752|0.06060606060606061|0.4865499436855316|2
104|दिमाग चलना|Let one's imagination run away with him|to think cleverly|0.48194199800491333|0.5041464567184448|0.0|0.6071887612342834|4
105|दिमाग खराब होना|Abandon oneself to illusions|to lose temper or sanity|0.542626678943634|0.4344339966773987|0.0|0.6692341566085815|4
106|दिमाग लगाना|Impute blame to others|to use intelligence or creativity|0.5088573694229126|0.433866024017334|0.0|0.5563786029815674|2
107|दिमाग ठिकाने लगाना|Let one have one's own way|to discipline or bring to senses|0.4483359754085541|0.5915589928627014|0.0|0.550503671169281|2
108|दिमाग का दही होना|Feel dizzy with success ###|to get mentally exhausted|0.5642327666282654|0.3927363455295563|0.0|0.6262097358703613|5
109|दिमाग घुमाना|Ruminate over one's mistakes|to confuse or manipulate someone|0.49275338649749756|0.646065890789032|0.03333333333333333|0.5868553519248962|2
110|दिमाग का ताला खोलना|(of a person's) brains are as good as gold|to start thinking or understanding|0.41718214750289917|0.4061037003993988|0.0|0.5696576237678528|4
111|दिमाग खाना|Feed one's brains on illusions|to irritate by constant nagging|0.41943666338920593|0.48494696617126465|0.0|0.4501522481441498|2
112|दिमाग लग जाना|It's hard to make heads or tails of something|to focus attention on something|0.35782498121261597|0.41295748949050903|0.1728395061728395|0.6388204097747803|4
113|दिमाग में बात आना|(said) to one's own brain###|to get a sudden idea|0.44234833121299744|0.5185325145721436|0.0|0.553352952003479|1
114|पानी-पानी होना|It's never-ending (or full) ###|to feel embarrassed or ashamed|0.3616964519023895|0.3761623203754425|0.0689655172413793|0.36551257967948914|2
115|पानी फिर जाना|Know one's own strength|to have plans fail suddenly|0.5137102007865906|0.3833310902118683|0.0|0.5633394122123718|2
116|पानी मांगना|Plead in desperation|to beg for mercy|0.6682897806167603|0.6429258584976196|0.0|0.7022044658660889|4
117|पानी उतारना|Give somebody the opportunity to explain|to humiliate someone publicly|0.5871425271034241|0.4664900004863739|0.08695652173913043|0.6308063268661499|2
118|पानी सिर से गुजरना|Get off the subject|to reach the limit of patience|0.4440711736679077|0.4439142644405365|0.16326530612244897|0.5718329548835754|2
119|पानी में आग लगाना|Put fire under the water (or on the boat) - something which will only cause trouble to oneself###|to attempt the impossible|0.4865880012512207|0.4744519293308258|0.046875|0.619459331035614|2
120|पानी पर लिखा|Write on a sheet of paper ###|to be temporary or futile|0.44847914576530457|0.6072285175323486|0.0|0.4894445538520813|2
121|पानी बराबर होना|Equal shares of honor, power, etc.|to be equal in strength or skill|0.5354549884796143|0.4268609285354614|0.08955223880597016|0.7190068364143372|5
122|पानी पीना|Drink from the same source as one's own ###|to feel comfortable after fear|0.4286995828151703|0.4189918041229248|0.0|0.38698890805244446|5
123|पानी मांगना पड़ना|Ask for help without delay|to be defeated badly|0.4726335108280182|0.4886303246021271|0.0|0.6093235015869141|5
124|पानी लाना|Get something for nothing|to bring respect or reputation|0.4468100368976593|0.42823708057403564|0.037037037037037035|0.5017964839935303|3
125|हाथ बँटाना|Beat about the bush|to help or assist someone|0.37041082978248596|0.44298961758613586|0.0|0.5225678086280823|5
126|हाथ धोकर पीछे पड़ना|Run after somebody who has gone, grabbing at his heels.|to chase or target relentlessly|0.47987404465675354|0.43220245838165283|0.0|0.7201136946678162|4
127|हाथ खड़े कर देना|Give somebody the opportunity to correct mistakes|to give up completely|0.5305467247962952|0.4676726162433624|0.05633802816901408|0.5898411273956299|4
128|हाथ पाँव फूल जाना|Have an inkling of what is to come ###|to panic or get nervous|0.37342187762260437|0.480861634016037|0.0|0.47884389758110046|5
129|हाथ मलना|(of a person) be found in a suspicious position|to regret something deeply|0.3558681607246399|0.37231889367103577|0.0|0.48791825771331787|2
130|हाथ साफ़ होना|Clean hands|to be skilled or experienced|0.4759582281112671|0.7784566283226013|0.0|0.5415805578231812|2
131|हाथ पर हाथ धरे रहना|Having one's hands over one's head - be suspended in mid-air ###|to do nothing|0.34017613530158997|0.4560295641422272|0.0|0.5059434771537781|4
132|हाथ की सफाई दिखाना|Show off one's clean hands|to show cleverness or skill|0.5362012386322021|0.8341807126998901|0.1111111111111111|0.6149577498435974|1
133|हाथ में लेना|(of a thief) have his hands full|to take responsibility for something|0.38202396035194397|0.4181225895881653|0.0|0.5666894912719727|1
134|हाथ से निकल जाना|(of a person) be found guilty by circumstantial evidence ###|to miss an opportunity|0.4480229914188385|0.43932291865348816|0.0|0.4242869019508362|5
135|हाथ लगना|Feel as if one had been hit on the face with a hammer|to get caught or succeed|0.4147534668445587|0.5019922852516174|0.0|0.610187828540802|1
136|हाथ धोना|Make a clean sweep|to lose something completely|0.3548440635204315|0.6357672214508057|0.0|0.5641137957572937|5
137|हाथ मिलाना|Hand over to somebody ###|to collaborate or agree|0.41890305280685425|0.5286202430725098|0.0|0.6088411211967468|1
138|हाथ बाँधना|Hands up in the air|to restrict or tie someone’s ability|0.3537616729736328|0.5675811767578125|0.0|0.459717333316803|1
139|हाथ ऊँचा होना|Raise one's hand in greeting ###|to be more powerful or dominant|0.31936919689178467|0.6240159273147583|0.0|0.4870573878288269|1
140|हाथ जलना|Wash hands in preparation|to learn by mistake|0.4313250482082367|0.4355939030647278|0.0|0.4797356128692627|1
141|हाथ थामना|Throw one's hands up in defeat|to support someone|0.3589944541454315|0.534005343914032|0.0|0.6122575998306274|1
142|हाथ पसारना|Hand over to somebody|to beg or plead|0.4590202867984772|0.5757107138633728|0.0|0.6050627827644348|2
143|हाथ काटना|Cut off a person's hands and hang them up as a warning to all|to separate or break relation|0.4461762011051178|0.5041938424110413|0.0|0.5095515251159668|2
144|हाथ मोड़ना|Put up a fight ###|to refuse or reject something|0.368802547454834|0.40628477931022644|0.0|0.5189194679260254|4
145|पैर पसारना|Keep on the go###|to spend or expand beyond means|0.4515877962112427|0.5070066452026367|0.0|0.6300390362739563|2
146|पैर जमाना|Put up a fight ###|to settle firmly|0.5579184889793396|0.3937320113182068|0.0|0.5157166719436646|2
147|पैर पकड़ना|Tie up the loose ends|to beg for forgiveness|0.3760785758495331|0.4099056124687195|0.0|0.6015253067016602|4
148|पैर तले ज़मीन खिसकना|(of a person) be found guilty of all charges ###|to be shocked or lose ground|0.43808141350746155|0.3606167137622833|0.05128205128205128|0.3368324041366577|4
149|पैर पर कुल्हाड़ी मारना|Cut off a person's head and hang it up as a warning to all.|to harm oneself by one’s own actions|0.4121805727481842|0.3922361135482788|0.018518518518518517|0.5690403580665588|2
150|पैर पीछे खींचना|Ask for help|to withdraw from commitment|0.46348896622657776|0.46580609679222107|0.0|0.4824950098991394|1
151|पैर फैलाना|Make a fool of oneself|to extend scope gradually|0.4224751591682434|0.4363633096218109|0.0|0.3888387382030487|4
152|पैर रोकना|Protect the innocent from harm ###|to restrain or hesitate|0.44964292645454407|0.4035473167896271|0.0|0.6007993221282959|4
153|पैर रखना|Keep one's hands off ###|to begin something new|0.3988701105117798|0.4369141161441803|0.0|0.5522142648696899|2
154|पैर उठाना|Pull one's hair (or legs) from under one's feet|to show disrespect or overconfidence|0.35717543959617615|0.4003041088581085|0.04597701149425287|0.46819064021110535|1
155|मुँह बनाना|Make a fool of oneself|to show annoyance or sadness|0.399556428194046|0.5530673861503601|0.0|0.6205911040306091|5
156|मुँह खोलना|Blow for blow|to start speaking up|0.4419598877429962|0.4206973612308502|0.0|0.5275778770446777|3
157|मुँह लटकाना|Make a fool of oneself|to look disappointed|0.4484347403049469|0.587927520275116|0.0|0.5890079140663147|5
158|मुँह की खाना|(a thief) makes a clean sweep|to suffer humiliation|0.3330666124820709|0.3422268331050873|0.0|0.46160954236984253|2
159|मुँह मोड़ना|Modulate (or color) the voice ###|to turn away or refuse help|0.4589831829071045|0.3894391655921936|0.07017543859649124|0.4116173982620239|3
160|मुँह दिखाना|Tell somebody something for what it's worth|to appear shamelessly after wrongdoing|0.4428251087665558|0.4222681522369385|0.0|0.562651515007019|5
161|मुँह में राम बगल में छुरी|In a fix ###|to be deceitful in nature|0.40306636691093445|0.36936822533607483|0.0|0.48171383142471313|4
162|मुँह माँगी मुराद मिलना|(or) listen to one's own advice|to get exactly what one wanted|0.4830884039402008|0.5030867457389832|0.09523809523809523|0.5873472690582275|2
163|मुँह बंद रखना|Lock the door after the thief has gone|to stay silent|0.4722009003162384|0.5572447180747986|0.0|0.5182013511657715|1
164|मुँह खुलवाना|Unlock the door|to make someone speak|0.5294276475906372|0.6811444759368896|0.0|0.5352468490600586|2
165|मुँह चुराना|(of a person) be found guilty of a crime, be given the harshest punishment, and then be set free ###|to avoid facing someone|0.4248080551624298|0.3369899392127991|0.0|0.37028324604034424|1
166|मुँह तोड़ जवाब देना|Give or given the opportunity, translate it semantically into English.|to give a fitting reply|0.5036802887916565|0.38869765400886536|0.08247422680412371|0.6390491127967834|1
167|मुँह में घी शक्कर|Be happy together###|used to bless or hope for good news|0.46625372767448425|0.37880077958106995|0.0|0.5537526607513428|2
168|मुँह लगना|Be afraid of one's own shadow|to act too familiar with elders|0.49958327412605286|0.4203062057495117|0.0|0.6188169717788696|1
169|मुँह में जुबान न होना|Not worth bothering about|to be timid or unable to speak up|0.42990389466285706|0.557242751121521|0.0|0.5600026845932007|4
170|मुँह से बात निकलना|Get to the heart of the matter|to accidentally reveal something|0.5478708148002625|0.6361943483352661|0.0|0.6060306429862976|5
171|हिम्मत हारना|Punish one as a warning to all ###|to lose courage|0.41379299759864807|0.43176180124282837|0.0|0.5253405570983887|1
172|हिम्मत रखना|Keep somebody from harm|to stay strong and confident|0.4797027111053467|0.44299644231796265|0.0|0.657145082950592|3
173|हिम्मत बाँधना|Indulge in idiom|to encourage oneself|0.497751921415329|0.48498740792274475|0.0|0.5722188949584961|2
174|हिम्मत जुटाना|Affliction (or calamity) befalls all alike without discrimination ###|to gather courage|0.4850107431411743|0.3690224587917328|0.0|0.45990169048309326|3
175|हिम्मत टूटना|(of a person) be found guilty of a crime###|to become hopeless|0.3948274552822113|0.4687088429927826|0.0|0.41316330432891846|1
176|हिम्मत दिखाना|Indicate somebody's wrongdoing by pointing to it|to show bravery|0.49926039576530457|0.49889788031578064|0.0|0.616070032119751|1
177|हिम्मत बढ़ाना|Raise one's hand in greeting|to motivate or encourage someone|0.39117980003356934|0.4602506160736084|0.0|0.5869569778442383|2
178|जुबान चलाना|(of a person) be at somebody's beck and call|to talk disrespectfully|0.4370187819004059|0.4459386169910431|0.0|0.45946362614631653|1
179|जुबान फिसलना|(of a person) be out of touch with reality|to say something by mistake|0.4857446849346161|0.4372435510158539|0.0|0.5915312170982361|1
180|जुबान देना|(of a person) be found guilty of a crime, be given the opportunity to explain, and be given the chance to make up for one's mistake###|to make a promise|0.48504212498664856|0.35116833448410034|0.09523809523809525|0.33030271530151367|3
181|जुबान रखना|Keep one's head above the crowd|to keep one’s word|0.6263253688812256|0.5692336559295654|0.3921568627450981|0.6978731155395508|2
182|जुबान काटना|Cut off a person's head and hang it up as a warning to all ###|to regret saying something|0.35510289669036865|0.4170059859752655|0.02105263157894737|0.5085814595222473|2
183|जुबान पकड़ना|Treat a person as oneself|to hold someone to their words|0.49758610129356384|0.4188225269317627|0.0|0.6547346711158752|5
184|जुबान पर काबू रखना|Keep a good distance from something|to control speech|0.6096083521842957|0.6773648262023926|0.0|0.5552647113800049|2
185|जुबान लगना|(of a person) have long been familiar with each other|to get into an argument|0.4663141369819641|0.401770681142807|0.0|0.46212419867515564|4
186|जुबान बंद रखना|Lock the door after the thief has gone|to stay silent intentionally|0.500109076499939|0.5009413957595825|0.0|0.49318432807922363|3
187|दाँत पीसना|(of a person) be found guilty of a crime, and be given the opportunity to explain###|to show silent anger|0.4563392102718353|0.32409530878067017|0.0|0.4048220217227936|4
188|दाँत दिखाना|Show somebody the way|to laugh unnecessarily|0.4388924241065979|0.553998589515686|0.0|0.5374899506568909|1
189|दाँत गिनाना|Gossip|to mock or insult someone|0.35669034719467163|0.5654368996620178|0.0|0.5663657188415527|2
190|दाँत काटी रोटी|Cut the toes to fit the shoes|to have a close friendship|0.4065890610218048|0.4193822741508484|0.0|0.5118468403816223|2
191|दाँत टूट जाना|Be found guilty by circumstantial evidence|to be defeated or embarrassed|0.4485364258289337|0.6263028383255005|0.0|0.5914928913116455|5
192|पसीना बहाना|Let things drift if they do not affect one personally ###|to work hard|0.43759533762931824|0.3362964987754822|0.0|0.4554165005683899|2
193|पसीना छुड़ाना|Let things drift if they do not affect one personally ###|to frighten or exhaust|0.5007359981536865|0.3632214069366455|0.0|0.49300825595855713|2
194|पसीना निकलना|Surrender oneself completely to another person###|to feel nervous or hot|0.4470022916793823|0.40356528759002686|0.0|0.4824187755584717|2
195|पसीना-पसीना होना|(of a man and a woman) be devoted to each other###|to be drenched in sweat (from work or fear)|0.4584733545780182|0.37733694911003113|0.06|0.3887017071247101|4
196|खून पसीना एक करना|Do one thing at a time|to work tirelessly|0.5098255276679993|0.4735111892223358|0.0|0.665998637676239|2
197|खून खौलना|Beat about the bush|to feel extreme anger|0.39806225895881653|0.42243650555610657|0.0|0.5210153460502625|2
198|खून जलाना|Be cruel and inhuman ###|to waste emotional energy|0.4878339171409607|0.3875310719013214|0.0|0.45115935802459717|2
