|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
53|आग लगाना|set fire to|to instigate or provoke trouble|0.40752795338630676|0.7245899438858032|0.0|0.5693411231040955|2
54|आग दिखाना|show fire|to show anger or power|0.5526971817016602|0.8313523530960083|0.14285714285714288|0.5638020038604736|2
55|आग लग जाना|catching fire|to feel jealous or restless|0.3727049231529236|0.8130331039428711|0.0|0.5436360836029053|2
56|आग बन जाना|Becoming a fire|to become furious|0.5829871892929077|0.8153247833251953|0.07142857142857144|0.6686327457427979|2
57|आग पर तेल डालना|Adding Oil to the Fire|to intensify an argument or situation|0.5360742211341858|0.8546380996704102|0.0|0.6015511751174927|5
58|धूल चाटना|licking the dust|to face defeat or humiliation|0.48667284846305847|0.8120819926261902|0.0|0.5846923589706421|2
59|धूल फाँकना|throwing dust|to struggle in poverty or hardship|0.3728514015674591|0.8066293001174927|0.0|0.6069425344467163|1
60|धूल झाड़ना|sweeping|to scold or reprimand strongly|0.37656280398368835|0.6790127754211426|0.0|0.6120789051055908|1
61|धूल में मिलाना|mixing in the dust|to destroy completely|0.3860419988632202|0.7851811051368713|0.0|0.5280076265335083|3
62|धूल उड़ाना|blowing up dust|to make a scene unnecessarily|0.4403175711631775|0.7730097770690918|0.0|0.5461050271987915|3
63|धूल झोंकना|blowing up dust|to deceive or mislead someone|0.31311532855033875|0.7561481595039368|0.0|0.5230377316474915|2
64|हवा निकल जाना|drainage of air|to lose courage suddenly|0.4085124433040619|0.8226635456085205|0.05555555555555555|0.5983344316482544|2
65|हवा खा जाना|breathing in air|to run away secretly|0.4342350661754608|0.733986496925354|0.0|0.608605146408081|2
66|हवा में उड़ाना|blow in the air|to waste money carelessly|0.38471469283103943|0.7449158430099487|0.0|0.5861337780952454|2
67|हवा बन जाना|become air|to disappear quickly|0.5617939829826355|0.8551899194717407|0.0|0.7299875020980835|2
68|हवा में बात करना|Talking in the Air|to speak without proof or sense|0.4166218340396881|0.8169653415679932|0.0|0.6509068012237549|3
69|हवा लगना|breathe in|to be influenced by others|0.37299785017967224|0.7181850671768188|0.060606060606060615|0.6248679161071777|2
70|हवा देना|airing|to encourage or instigate something|0.4534786343574524|0.7427442073822021|0.0|0.571212112903595|2
71|हवा बदलना|change of air|to change situation or environment|0.6229519248008728|0.8000439405441284|0.17777777777777776|0.7763493657112122|3
72|हवा चखना|tasting the air|to get a taste of something new (usually trouble)|0.5081043243408203|0.8115537166595459|0.03076923076923077|0.6972315311431885|4
73|हवा बंद होना|Air shut off|to lose confidence completely|0.5131978392601013|0.8086767196655273|0.0|0.5244086980819702|2
74|आँख में धूल झोंकना|Dust in the eye|to deceive or fool someone|0.40709003806114197|0.6825713515281677|0.0|0.48041874170303345|2
75|आँखें फटी की फटी रह जाना|The eyes may not be able to see straight.|to be shocked or amazed|0.4313866198062897|0.6028072237968445|0.058823529411764705|0.5078120231628418|1
76|आँखों में धूल झोंकना|Dust in the eyes|to cheat someone cleverly|0.42656007409095764|0.6862521767616272|0.0|0.4720448851585388|2
77|आँखों में बस जाना|just go in the eyes|to win someone’s heart|0.4636293351650238|0.5578532218933105|0.0|0.6307574510574341|2
78|आँखों से ओझल होना|Blurred vision|to disappear from sight|0.495832234621048|0.7356969118118286|0.0|0.643099308013916|4
79|आँख दिखाना|show of eyes|to threaten or scold harshly|0.37272676825523376|0.7772963047027588|0.0|0.484272837638855|2
80|आँख तरेरना|eye twitching|to glare angrily|0.5556671023368835|0.7843596339225769|0.0|0.49463510513305664|2
81|आँखें फाड़ना|tearing eyes|to stare in surprise|0.4771527349948883|0.6649742126464844|0.0|0.6377303004264832|4
82|आँखें मूँदना|blinking of the eyes|to ignore intentionally|0.424710750579834|0.7870317697525024|0.0|0.4854237139225006|2
83|आँखों में आँसू आना|tears in the eyes|to become emotional or sad|0.5493226051330566|0.8129821419715881|0.0|0.7089827656745911|3
84|दिल लगाना|inflict|to fall in love|0.44925472140312195|0.5243730545043945|0.0|0.6340581774711609|1
85|दिल तोड़ना|breaking the heart|to break someone's heart|0.7224759459495544|0.7676824927330017|0.2|0.859383225440979|4
86|दिल जीतना|winning hearts|to win someone's affection|0.5897812843322754|0.8318410515785217|0.0|0.6930976510047913|5
87|दिल पर लेना|take to heart|to take something personally|0.688956081867218|0.7688630223274231|0.10526315789473684|0.7584406733512878|5
88|दिल लगाकर काम करना|"What is the meaning of the word ""heart""?"|to work wholeheartedly|0.4574171006679535|0.5238533616065979|0.06451612903225806|0.33026543259620667|1
89|दिल में बात रखना|Keeping the Word to Yourself|to hide one’s feelings|0.49496278166770935|0.7328766584396362|0.0|0.690722644329071|5
90|दिल पर पत्थर रखना|Hearing loss is a common problem in the United States.|to act bravely despite pain|0.47903576493263245|0.38080939650535583|0.0|0.3576992154121399|1
91|दिल जलना|heartburn|to feel jealous or envious|0.2828538715839386|0.8146749138832092|0.0|0.5124720335006714|2
92|दिल बहलाना|to seduce|to distract from sadness|0.4980674088001251|0.7692966461181641|0.0|0.6305480003356934|3
93|दिल धड़कना|heartbeat|to feel nervous or excited|0.3627764582633972|0.7594391703605652|0.0|0.5908756256103516|2
94|दिल खोलकर देना|Giving Freely From the Heart|to be generous|0.5647628903388977|0.7448328733444214|0.0|0.6533750295639038|5
95|दिल में चोर होना|Being a Thief at Heart|to have guilt or bad intentions|0.5045133233070374|0.8475974798202515|0.0|0.5846863985061646|4
96|दिल में बसना|settling in the heart|to be deeply loved or remembered|0.51343834400177|0.8284872770309448|0.0|0.6583052277565002|4
97|दिल का हाल बताना|How can we do this?|to express inner feelings|0.45394033193588257|0.452813059091568|0.0|0.46693265438079834|1
98|दिल टूट जाना|heartbreak|to feel heartbroken|0.7469424605369568|0.8103506565093994|0.2608695652173913|0.8469648361206055|5
99|दिल खुश हो जाना|Rejoicing in the Heart|to become happy|0.5769189596176147|0.7573120594024658|0.0|0.7049225568771362|4
100|दिल में बात आना|How can we do this?|to get an idea or feeling|0.42677468061447144|0.41877010464668274|0.0|0.5320163369178772|1
101|दिल से उतर जाना|withdrawal from the heart|to lose affection or trust|0.48270508646965027|0.7521632313728333|0.0|0.6568361520767212|2
102|दिल से लगाना|put from the heart|to love or treat affectionately|0.4069148004055023|0.7682377099990845|0.0|0.5993030071258545|5
103|दिल लगा रहना|Keeping Committed|to stay interested or focused|0.5580996870994568|0.6962348222732544|0.0|0.6957575082778931|4
104|दिमाग चलना|running of the mind|to think cleverly|0.5193893909454346|0.6202111840248108|0.0|0.7115179300308228|3
105|दिमाग खराब होना|impairment of the mind|to lose temper or sanity|0.6540871262550354|0.7980420589447021|0.0|0.743061363697052|4
106|दिमाग लगाना|brainstorming|to use intelligence or creativity|0.487676203250885|0.7584066390991211|0.0|0.7446092367172241|2
107|दिमाग ठिकाने लगाना|brainstorming|to discipline or bring to senses|0.41753509640693665|0.6642894744873047|0.0|0.5303506255149841|1
108|दिमाग का दही होना|being brain-dead|to get mentally exhausted|0.5490519404411316|0.4764215648174286|0.0|0.7159971594810486|1
109|दिमाग घुमाना|twisting of the mind|to confuse or manipulate someone|0.49779847264289856|0.7189093232154846|0.0|0.6944723129272461|1
110|दिमाग का ताला खोलना|Unlocking the Mind|to start thinking or understanding|0.5624345541000366|0.8430352210998535|0.07999999999999999|0.70200115442276|5
111|दिमाग खाना|eating brains|to irritate by constant nagging|0.3787636458873749|0.7991666793823242|0.0|0.5010197162628174|1
112|दिमाग लग जाना|headache|to focus attention on something|0.3644011318683624|0.5756188035011292|0.0|0.5670381188392639|1
113|दिमाग में बात आना|to speak to the mind|to get a sudden idea|0.524766743183136|0.7057738304138184|0.0|0.6826198697090149|1
114|पानी-पानी होना|to be watery|to feel embarrassed or ashamed|0.426189661026001|0.7240215539932251|0.0|0.6202520132064819|2
115|पानी फिर जाना|backflow|to have plans fail suddenly|0.4957731068134308|0.6467393636703491|0.0|0.5978373885154724|3
116|पानी मांगना|asking for water|to beg for mercy|0.6709104776382446|0.8493157029151917|0.2758620689655172|0.5479112267494202|2
117|पानी उतारना|draining|to humiliate someone publicly|0.3641550540924072|0.7877393364906311|0.0|0.5646539926528931|1
118|पानी सिर से गुजरना|Water passing through the head|to reach the limit of patience|0.4492461681365967|0.8309774398803711|0.13114754098360656|0.5355727076530457|3
119|पानी में आग लगाना|Fire in the water|to attempt the impossible|0.5107402801513672|0.785930871963501|0.15|0.6172989010810852|2
120|पानी पर लिखा|Written on water|to be temporary or futile|0.4560493528842926|0.8340458869934082|0.0|0.5359674692153931|3
121|पानी बराबर होना|water leveling|to be equal in strength or skill|0.3801707327365875|0.8140731453895569|0.0|0.6141780614852905|2
122|पानी पीना|drinking water|to feel comfortable after fear|0.5001322627067566|0.8457796573638916|0.0|0.47230297327041626|2
123|पानी मांगना पड़ना|having to ask for water|to be defeated badly|0.46852219104766846|0.827751100063324|0.0|0.5300512313842773|1
124|पानी लाना|fetching water|to bring respect or reputation|0.43064117431640625|0.8342845439910889|0.04878048780487805|0.4890631437301636|2
125|हाथ बँटाना|handshake|to help or assist someone|0.36685484647750854|0.8003755211830139|0.0|0.5172240734100342|1
126|हाथ धोकर पीछे पड़ना|backwashing|to chase or target relentlessly|0.3237549066543579|0.618980884552002|0.0|0.5853328108787537|2
127|हाथ खड़े कर देना|Raising of hands|to give up completely|0.35769131779670715|0.824052095413208|0.0|0.5662524700164795|1
128|हाथ पाँव फूल जाना|It is not easy to do so.|to panic or get nervous|0.3836742341518402|0.4171963334083557|0.0|0.5196398496627808|2
129|हाथ मलना|rubbing of hands|to regret something deeply|0.3559623062610626|0.8031002283096313|0.05128205128205128|0.49872708320617676|2
130|हाथ साफ़ होना|hand washing|to be skilled or experienced|0.4317114055156708|0.8129662275314331|0.0|0.5311094522476196|1
131|हाथ पर हाथ धरे रहना|holding hands|to do nothing|0.4244735538959503|0.6474512815475464|0.0|0.5718896389007568|1
132|हाथ की सफाई दिखाना|Showing hand cleanliness|to show cleverness or skill|0.5407207012176514|0.8191896080970764|0.04081632653061224|0.5435052514076233|3
133|हाथ में लेना|take in hand|to take responsibility for something|0.4840445816516876|0.760813295841217|0.08695652173913045|0.6351271271705627|3
134|हाथ से निकल जाना|out of hand|to miss an opportunity|0.5535470247268677|0.7855610847473145|0.0|0.6901364326477051|2
135|हाथ लगना|shake hands|to get caught or succeed|0.3690323233604431|0.7738984823226929|0.0|0.5885467529296875|2
136|हाथ धोना|hand washing|to lose something completely|0.27683717012405396|0.833991289138794|0.0|0.5629288554191589|2
137|हाथ मिलाना|shake hands|to collaborate or agree|0.40308186411857605|0.8283035159111023|0.0|0.6089096069335938|1
138|हाथ बाँधना|binding of hands|to restrict or tie someone’s ability|0.5552700161933899|0.7930544018745422|0.0|0.6541459560394287|3
139|हाथ ऊँचा होना|hand raised|to be more powerful or dominant|0.3266896605491638|0.7959771752357483|0.0|0.5876945853233337|3
140|हाथ जलना|burning hands|to learn by mistake|0.40511664748191833|0.80968177318573|0.0|0.5506565570831299|1
141|हाथ थामना|holding hands|to support someone|0.4256034791469574|0.8071339130401611|0.0|0.6379181146621704|3
142|हाथ पसारना|extend the hand|to beg or plead|0.5041313767433167|0.7923690676689148|0.0|0.5316608548164368|3
143|हाथ काटना|cutting off the hand|to separate or break relation|0.46896812319755554|0.8109337687492371|0.0|0.6112940311431885|3
144|हाथ मोड़ना|folding of hands|to refuse or reject something|0.33046895265579224|0.7993295192718506|0.0|0.559071958065033|3
145|पैर पसारना|spreading the legs|to spend or expand beyond means|0.467703253030777|0.7373912334442139|0.0|0.5994676351547241|1
146|पैर जमाना|footing|to settle firmly|0.48577597737312317|0.6177666187286377|0.0|0.603695273399353|2
147|पैर पकड़ना|foot grasp|to beg for forgiveness|0.4345368444919586|0.688457190990448|0.0|0.5126839876174927|2
148|पैर तले ज़मीन खिसकना|sliding on the ground|to be shocked or lose ground|0.5290689468383789|0.6804498434066772|0.20408163265306123|0.6708360314369202|2
149|पैर पर कुल्हाड़ी मारना|Axe to the Foot|to harm oneself by one’s own actions|0.4173077344894409|0.7219419479370117|0.0|0.5201904773712158|5
150|पैर पीछे खींचना|Pull the foot back|to withdraw from commitment|0.5488561391830444|0.8122167587280273|0.0|0.5099703669548035|4
151|पैर फैलाना|spread the legs|to extend scope gradually|0.5587444305419922|0.7923503518104553|0.0|0.4265178143978119|1
152|पैर रोकना|stop foot|to restrain or hesitate|0.4818095266819|0.7804087996482849|0.0|0.6435575485229492|1
153|पैर रखना|footing|to begin something new|0.36643004417419434|0.6314290761947632|0.0|0.5795828104019165|2
154|पैर उठाना|lift the leg|to show disrespect or overconfidence|0.42867887020111084|0.8054620027542114|0.0|0.5126439332962036|2
155|मुँह बनाना|make a face|to show annoyance or sadness|0.4321492612361908|0.7658933401107788|0.0|0.6503543853759766|2
156|मुँह खोलना|open mouth|to start speaking up|0.6720287203788757|0.8160654902458191|0.0|0.6498571038246155|1
157|मुँह लटकाना|drooling|to look disappointed|0.4775305688381195|0.5742018818855286|0.0|0.5156449675559998|1
158|मुँह की खाना|mouth food|to suffer humiliation|0.4318145215511322|0.71589195728302|0.0|0.5296883583068848|1
159|मुँह मोड़ना|turning away|to turn away or refuse help|0.7707127928733826|0.8138450384140015|0.10810810810810811|0.8288559913635254|2
160|मुँह दिखाना|show off|to appear shamelessly after wrongdoing|0.4707395136356354|0.7343385219573975|0.0|0.5820385217666626|1
161|मुँह में राम बगल में छुरी|A knife in Ram's mouth, next to him.|to be deceitful in nature|0.3484523594379425|0.6605024337768555|0.0625|0.3843480944633484|1
162|मुँह माँगी मुराद मिलना|receiving face - to - face|to get exactly what one wanted|0.3791550099849701|0.5080112814903259|0.0|0.5668767094612122|3
163|मुँह बंद रखना|keep your mouth shut|to stay silent|0.6745210289955139|0.8486459851264954|0.0|0.8444821238517761|4
164|मुँह खुलवाना|open mouth|to make someone speak|0.5953222513198853|0.7950184941291809|0.0|0.6433162689208984|2
165|मुँह चुराना|whispering|to avoid facing someone|0.3508327901363373|0.5566349625587463|0.0|0.5136760473251343|1
166|मुँह तोड़ जवाब देना|answering with a frown|to give a fitting reply|0.599895715713501|0.7387011051177979|0.13636363636363635|0.6450939774513245|2
167|मुँह में घी शक्कर|Ghee sugar in the mouth|used to bless or hope for good news|0.4232865273952484|0.7437113523483276|0.0|0.4920460879802704|2
168|मुँह लगना|mouth|to act too familiar with elders|0.36554259061813354|0.47964969277381897|0.0|0.5213566422462463|2
169|मुँह में जुबान न होना|lack of tongue in the mouth|to be timid or unable to speak up|0.4336426556110382|0.7763077616691589|0.0|0.6623480916023254|3
170|मुँह से बात निकलना|talk out of the mouth|to accidentally reveal something|0.4644654095172882|0.6836016774177551|0.0|0.656826913356781|3
171|हिम्मत हारना|giving up|to lose courage|0.6257856488227844|0.825823187828064|0.0|0.7778263092041016|4
172|हिम्मत रखना|Be courageous|to stay strong and confident|0.7828744053840637|0.8536579012870789|0.0|0.8174148797988892|4
173|हिम्मत बाँधना|building up courage|to encourage oneself|0.6167302131652832|0.811200737953186|0.17142857142857143|0.7261210083961487|5
174|हिम्मत जुटाना|Getting the Courage|to gather courage|0.7260422110557556|0.7662461400032043|0.3125|0.8369772434234619|2
175|हिम्मत टूटना|discouragement|to become hopeless|0.49976471066474915|0.8194018602371216|0.0|0.7987657189369202|4
176|हिम्मत दिखाना|Showing Courage|to show bravery|0.7672200798988342|0.8356289267539978|0.0|0.8411832451820374|4
177|हिम्मत बढ़ाना|Increasing Courage|to motivate or encourage someone|0.5124810934066772|0.8182782530784607|0.12765957446808512|0.6627293229103088|5
178|जुबान चलाना|use of the tongue|to talk disrespectfully|0.49942317605018616|0.777905285358429|0.0|0.5925425291061401|2
179|जुबान फिसलना|slip of the tongue|to say something by mistake|0.44083371758461|0.8127755522727966|0.0|0.7022708654403687|4
180|जुबान देना|give a speech|to make a promise|0.6202205419540405|0.8140941858291626|0.14814814814814814|0.4709187150001526|1
181|जुबान रखना|use of the tongue|to keep one’s word|0.49848589301109314|0.783877432346344|0.0|0.5962393283843994|1
182|जुबान काटना|cutting the tongue|to regret saying something|0.36025726795196533|0.8178257346153259|0.048780487804878044|0.574800968170166|1
183|जुबान पकड़ना|catching the tongue|to hold someone to their words|0.44942715764045715|0.7231391072273254|0.08333333333333333|0.6246278882026672|1
184|जुबान पर काबू रखना|Controlling the Tongue|to control speech|0.7656658291816711|0.8445888757705688|0.17142857142857143|0.7959886789321899|3
185|जुबान लगना|tongue in cheek|to get into an argument|0.3767431974411011|0.5417038202285767|0.0|0.5974410176277161|3
186|जुबान बंद रखना|Keeping your tongue shut|to stay silent intentionally|0.6432667970657349|0.8328847885131836|0.0|0.7079861164093018|5
187|दाँत पीसना|Grinding of teeth|to show silent anger|0.4259030222892761|0.8196606636047363|0.0|0.5134500861167908|2
188|दाँत दिखाना|showing teeth|to laugh unnecessarily|0.4390524923801422|0.8517186641693115|0.0|0.562207818031311|1
189|दाँत गिनाना|Counting teeth|to mock or insult someone|0.301054984331131|0.8442981839179993|0.0|0.5297465920448303|2
190|दाँत काटी रोटी|Bread with chopped teeth|to have a close friendship|0.34229686856269836|0.7047845125198364|0.0|0.5179650783538818|2
191|दाँत टूट जाना|Tooth loss|to be defeated or embarrassed|0.38251930475234985|0.8475472927093506|0.0|0.5586550235748291|2
192|पसीना बहाना|sweating|to work hard|0.5614909529685974|0.7038397789001465|0.0|0.6328256130218506|2
193|पसीना छुड़ाना|sweating|to frighten or exhaust|0.5004690885543823|0.6190991401672363|0.0|0.6282208561897278|2
194|पसीना निकलना|sweating|to feel nervous or hot|0.5129832625389099|0.8162652254104614|0.0|0.6971907019615173|2
195|पसीना-पसीना होना|sweating|to be drenched in sweat (from work or fear)|0.6167420148849487|0.6898133754730225|0.04|0.7821122407913208|3
196|खून पसीना एक करना|Blood sweat a do|to work tirelessly|0.4432181715965271|0.4642396867275238|0.0|0.5007784366607666|2
197|खून खौलना|shedding of blood|to feel extreme anger|0.5219029188156128|0.7774378061294556|0.0|0.570473849773407|3
198|खून जलाना|burning of blood|to waste emotional energy|0.44142982363700867|0.8163752555847168|0.0|0.5760719180107117|2
199|खून चूसना|sucking blood|to exploit someone harshly|0.3942840099334717|0.8328060507774353|0.0|0.6309230923652649|2
200|खून में उबाल आना|Boiling of the blood|to be fired up with passion|0.5521374940872192|0.8135356307029724|0.0|0.6033614873886108|2
201|खून पसीने की कमाई|earnings of blood sweat|hard-earned money|0.590519368648529|0.8035867214202881|0.0|0.7284343838691711|4
202|खून सफेद होना|whitening of blood|to become heartless or selfish|0.532738208770752|0.8403065800666809|0.0|0.5030034184455872|2
203|खून चढ़ना|coughing up blood|to feel energetic or brave|0.410141259431839|0.6196373701095581|0.0|0.4929616451263428|2
204|खून उतरना|bleed out|to lose courage suddenly|0.4228639304637909|0.7703838348388672|0.0|0.6502448320388794|2
205|पसीने छूटना|sweating|to panic under pressure|0.5177866220474243|0.7749459147453308|0.0|0.6175569891929626|2
206|खून जम जाना|clotting of blood|to be terrified|0.46413734555244446|0.8377007842063904|0.0|0.5896089673042297|1
207|खून देना|giving blood|to sacrifice selflessly|0.5238541960716248|0.8279303908348083|0.0|0.6681140661239624|2
208|खून का रिश्ता|relationship by blood|blood relation|0.8686264753341675|0.8236011266708374|0.3333333333333333|0.7883705496788025|4
209|खून बहाना|shed blood|to fight fiercely|0.5684604048728943|0.8321442604064941|0.0|0.6830470561981201|3
210|खून खराबा होना|bloodletting|to result in violence or bloodshed|0.6636422276496887|0.8226919174194336|0.04651162790697674|0.6587927937507629|3
211|दिल थाम लेना|stop the heart|to feel suspense or fear|0.4587295353412628|0.7778902053833008|0.0|0.5649113059043884|2
212|दिल लगा लेना|taking a personal interest|to fall in love deeply|0.4999750554561615|0.5622581243515015|0.0425531914893617|0.6612401008605957|2
213|दिल में आग लगना|A fire in the heart|to feel jealousy or anger|0.40201929211616516|0.7999938726425171|0.0|0.5678440928459167|4
214|दिल दहल जाना|heart palpitation|to be terrified|0.5233942866325378|0.8140643239021301|0.0|0.5630573034286499|2
215|दिल धकधक करना|heartbeat|to feel nervous or anxious|0.35264644026756287|0.592205286026001|0.0|0.583510160446167|1
216|दिल में उतरना|Getting to the Heart|to become likable or close to heart|0.5683621764183044|0.782456636428833|0.17857142857142858|0.6680079698562622|4
217|दिल में ठंडक पड़ना|coldness of heart|to feel relief or satisfaction|0.471426784992218|0.8063498735427856|0.0|0.6298951506614685|1
218|दिल को छू जाना|Touching the Heart|to touch emotionally|0.6416328549385071|0.8299509286880493|0.058823529411764705|0.7460606098175049|3
219|दिल जीत लेना|winning hearts|to win affection|0.6663578152656555|0.8181015253067017|0.0|0.7511480450630188|4
220|दिल में कसक रह जाना|It is not easy to understand why this is so.|to feel unfulfilled desire or regret|0.43836161494255066|0.48029348254203796|0.0|0.43081071972846985|2
